"PassengerID","Survived"
892,0.0727819299560604
893,0.627316360721565
894,0.109668519359735
895,0.0975276302224933
896,0.711495900261997
897,0.139824997145443
898,0.626828578493046
899,0.209721300080507
900,0.750040854839629
901,0.098265696904875
902,0.0905613059191553
903,0.328892224233218
904,1.03642801903689
905,0.0883922835727992
906,0.944806757873083
907,0.839767435702589
908,0.1985253445102
909,0.115904118531836
910,0.607640530431408
911,0.662978100968585
912,0.293352711616949
913,0.701097971539513
914,0.992657283900107
915,0.40431947174634
916,0.608764228047236
917,-0.00175583445278432
918,0.941171607642935
919,0.111067456347649
920,0.348051455460496
921,0.0708026366409024
922,0.130310022502417
923,0.217857418518676
924,0.681620230013052
925,0.677111667955611
926,0.372850172572953
927,0.123968056727831
928,0.652908105625764
929,0.656545919785739
930,0.104541737035925
931,0.123361164543036
932,0.032981908666493
933,0.384078920803036
934,0.0518370982908272
935,0.839546810411297
936,0.945437512776592
937,0.103478778654596
938,0.334613774267704
939,0.0904629063432837
940,0.942152198390772
941,0.668791775211209
942,0.393715333283027
943,0.226131819793875
944,0.764690224381546
945,0.588885929493968
946,0.220051361631066
947,0.246783065902372
948,0.0712146571824087
949,0.103293182746745
950,0.0670372668624177
951,1.06033639859668
952,0.129254603392649
953,0.208974797220496
954,0.125931762360653
955,0.652688765007395
956,0.675456819407151
957,0.828823756813618
958,0.665690599519131
959,0.336736047827128
960,0.378971390133894
961,0.570492739455223
962,0.646256754450405
963,0.116356837568151
964,0.630252653656597
965,0.386481307672597
966,1.02922559710034
967,0.497615059914147
968,0.0906653746063941
969,0.895069354111285
970,0.215086233027561
971,0.646256754450405
972,0.718920643498079
973,0.36424819610763
974,0.319218899864845
975,0.0905613059191553
976,0.216764019421785
977,0.0659265259709942
978,0.636670626414011
979,0.665805871450262
980,0.652705637362654
981,0.861356247544582
982,0.712584167176215
983,0.0904797786985429
984,1.00310343261545
985,0.0906653746063941
986,0.396605494811832
987,0.103391582322616
988,0.863226710813727
989,0.0905810128300981
990,0.659224844251623
991,0.0777676087818963
992,0.953835152721278
993,0.204472175993279
994,0.0904629063432837
995,0.100153103066916
996,0.728297657910288
997,0.103658909757594
998,0.116306220502373
999,0.0904629063432837
1000,0.0911124920207628
1001,0.252167309772992
1002,0.180998075585763
1003,0.652725344273597
1004,0.904641138820483
1005,0.663676209331111
1006,1.00160653931586
1007,0.101395381988363
1008,0.0895771076921758
1009,0.697398204986622
1010,0.394369577033137
1011,0.822483870464766
1012,0.814653779142812
1013,0.0614019002058456
1014,0.981188542676066
1015,0.0933499006942242
1016,0.0904629063432837
1017,0.64540220516241
1018,0.11306490669099
1019,0.634105491485919
1020,0.176392935554068
1021,0.106787581887016
1022,0.0809920502380207
1023,0.294232144109364
1024,0.209865923613912
1025,0.0605161015547377
1026,0.0454191255334131
1027,0.106655437600626
1028,0.0981696905231517
1029,0.227983998852059
1030,0.64968366416964
1031,-0.416251650971367
1032,0.220153233538865
1033,0.995214572101028
1034,-0.0576140882661174
1035,0.230308740674593
1036,0.342161181873418
1037,0.0618706829498679
1038,0.401162180502974
1039,0.113236464799265
1040,0.384078920803036
1041,0.181022626168003
1042,1.03702975471485
1043,0.0905613059191553
1044,-0.010904531261526
1045,0.666283395899534
1046,0.238636689684956
1047,0.106450134781832
1048,1.0555096184043
1049,0.64955151988325
1050,0.342161181873418
1051,0.699602039575421
1052,0.652694366629341
1053,0.715696202041955
1054,0.767993086783742
1055,0.0899567356855078
1056,0.165841151553289
1057,0.705169916810957
1058,0.3389754149193
1059,-0.353766988921488
1060,0.989983015591524
1061,0.653523946592725
1062,0.0903279275012101
1063,0.0965574697950894
1064,0.0848991483363549
1065,0.0901114214385241
1066,-0.4267209474097
1067,0.791610739028055
1068,0.803031025911543
1069,0.293905719320174
1070,0.808686405006678
1071,0.904827655013749
1072,0.215086233027561
1073,0.367426996945373
1074,1.03286578935197
1075,0.0904629063432837
1076,1.13505928854195
1077,0.18486650109742
1078,0.760115994504686
1079,0.100297665942449
1080,0.196746289930205
1081,0.182841818466317
1082,0.181901085800408
1083,0.383707728987334
1084,0.700682879387302
1085,0.114689866650964
1086,0.848421093806331
1087,0.0776354644955062
1088,1.08033261594497
1089,0.665620275542411
1090,0.235970087694512
1091,0.695821484141531
1092,0.657936067493005
1093,0.736632401031175
1094,0.418838606927148
1095,0.805408204486143
1096,0.229521204782264
1097,0.383533403812796
1098,0.610787898433036
1099,0.232745646238388
1100,0.911642961946536
1101,0.103459071743653
1102,0.0907611439330964
1103,0.0899904803960261
1104,0.297835071684438
1105,0.722526185324908
1106,0.103463636786736
1107,0.352925744528787
1108,0.652792833694634
1109,0.35808269392131
1110,1.03658690567827
1111,0.0906653746063941
1112,0.726276129417381
1113,0.11646090625539
1114,0.863655106534373
1115,0.116289348147114
1116,0.931757473473433
1117,0.67157470087491
1118,0.109840465234865
1119,0.652705637362654
1120,0.0583423020440568
1121,0.195739584290814
1122,0.301771795264684
1123,0.949546093278531
1124,0.0863509795361977
1125,0.0905501026752632
1126,0.352963745285005
1127,0.119553203425124
1128,0.27502981174616
1129,0.119128559987961
1130,0.764390165190116
1131,0.972121279436107
1132,0.925494186469035
1133,0.773592384008247
1134,0.376281681376824
1135,0.0905557042972093
1136,0.730906493491028
1137,0.333407876892043
1138,0.870741495743236
1139,0.160492366518804
1140,0.822483870464766
1141,0.671040454617983
1142,0.829418314863648
1143,0.119600985935218
1144,0.435859846471334
1145,0.107648072005235
1146,0.080358426114992
1147,0.0903279275012101
1148,0.0904629063432837
1149,0.0938898160625185
1150,0.790226729871429
1151,0.116275310347538
1152,0.0437313184149627
1153,0.116328761969
1154,0.820459187833662
1155,0.694349910306653
1156,0.214909073297339
1157,0.0905613059191553
1158,0.366160479517768
1159,0.0903279275012101
1160,0.652908105625764
1161,0.129772044783738
1162,0.362125162471892
1163,0.0904629063432837
1164,1.06354486531119
1165,0.628875061355567
1166,0.0901085868828405
1167,0.76671490701265
1168,0.21984788041389
1169,0.162554437063661
1170,0.191424380573066
1171,0.239194529150637
1172,0.65009703687349
1173,0.734856326738123
1174,0.652705637362654
1175,0.670621242176909
1176,0.696544329444415
1177,0.0675543690452286
1178,0.0901254592380997
1179,0.408743000197027
1180,0.0901114214385241
1181,0.0906653746063941
1182,0.392886290248337
1183,0.626370190345364
1184,0.0901114214385241
1185,0.301182345717001
1186,0.0690728810185565
1187,0.100234630287529
1188,0.838493606561178
1189,0.0708026366409024
1190,0.393643724633384
1191,0.090533230320004
1192,0.0808064543301695
1193,0.219691373059256
1194,0.149506641643449
1195,0.107200954590867
1196,0.652705637362654
1197,0.866623041084978
1198,0.436155249505464
1199,0.731611964540755
1200,0.316366604190495
1201,0.638562594149372
1202,0.126547603327613
1203,0.112679677075712
1204,0.0903447998564693
1205,0.604339015520787
1206,0.998323707945363
1207,0.668816573909963
1208,0.345701152227321
1209,0.24886785351901
1210,0.0969821132322529
1211,0.224306301430925
1212,0.100153103066916
1213,0.103009187263022
1214,0.227983998852059
1215,0.371181154978538
1216,1.01621816096665
1217,0.109337129132773
1218,0.801284063396428
1219,0.364796596224792
1220,0.19802329308103
1221,0.244106206132681
1222,0.768474595559857
1223,0.353960423004451
1224,0.0901085868828405
1225,0.723500444211823
1226,0.0970101888314042
1227,0.380483287531209
1228,0.208637350115312
1229,0.0288060007398415
1230,0.24369398319999
1231,0.749020175620931
1232,0.252092294975135
1233,0.0806743100437795
1234,-0.365496441089165
1235,1.21381925941888
1236,0.724866190308236
1237,0.671984796678364
1238,0.227983998852059
1239,0.68555202571714
1240,0.234770328869492
1241,0.756932586080879
1242,0.952729137314828
1243,0.229521204782264
1244,0.294610630228314
1245,0.15985533816289
1246,0.702689706460381
1247,0.31599445840872
1248,0.899569821114704
1249,0.0905501026752632
1250,0.0904629063432837
1251,0.687902210974327
1252,0.259555677803935
1253,0.846032748615119
1254,0.841721522638116
1255,0.0975276302224933
1256,1.01187509893152
1257,0.239617487557824
1258,0.0659292930372567
1259,0.67426007120628
1260,0.950057703561929
1261,0.218889936184444
1262,0.214032858679691
1263,0.990156508726504
1264,0.301671650395279
1265,0.169944052641819
1266,0.936194707101515
1267,1.03131642549156
1268,0.624260472192177
1269,0.243093864817129
1270,0.316069712176928
1271,0.264432221333951
1272,0.0904629063432837
1273,0.100223427043637
1274,0.700132370910256
1275,0.723742258807398
1276,0.21822631270739
1277,0.7801380153925
1278,0.106601985979165
1279,0.128026313712201
1280,0.116258437992279
1281,0.254247933333408
1282,0.448609736923915
1283,0.917213170617824
1284,0.699726858912731
1285,0.158583492747526
1286,-0.3975707884369
1287,1.03752255940351
1288,0.106247666518722
1289,0.953747284558841
1290,0.113050868891414
1291,0.0840027526977216
1292,1.01387526020061
1293,0.165628848924071
1294,0.939430920495555
1295,0.43664129429959
1296,0.310665900421355
1297,0.247912743845248
1298,0.206909081557074
1299,0.412126328294531
1300,0.652685930451711
1301,0.688975256509047
1302,0.652705637362654
1303,0.996504998048183
1304,0.633375860981166
1305,0.0906653746063941
1306,1.06295435223579
1307,0.0594932654049175
1308,0.0906653746063941
1309,0.73016971148157
